일자|시간|구분,공급량
2019-01-01 01 A,2113.0812292012124
2019-01-01 02 A,1996.304130767258
2019-01-01 03 A,1900.0509876708106
2019-01-01 04 A,1874.5905365874528
2019-01-01 05 A,1958.8929146732153
2019-01-01 06 A,2142.0649142110237
2019-01-01 07 A,2359.4909118780224
2019-01-01 08 A,2531.009995696148
2019-01-01 09 A,2610.1592261666765
2019-01-01 10 A,2603.95514758384
2019-01-01 11 A,2550.799833989742
2019-01-01 12 A,2482.2298618344407
2019-01-01 13 A,2405.6138091743205
2019-01-01 14 A,2319.8563112986185
2019-01-01 15 A,2241.055875826437
2019-01-01 16 A,2205.4616684148677
2019-01-01 17 A,2242.114824445747
2019-01-01 18 A,2341.144197204315
2019-01-01 19 A,2451.113937477422
2019-01-01 20 A,2511.9231058694777
2019-01-01 21 A,2495.211731568653
2019-01-01 22 A,2416.7229828992145
2019-01-01 23 A,2312.3361566840777
2019-01-01 24 A,2204.3646500903924
2019-01-02 01 A,2092.349721430497
2019-01-02 02 A,1975.4810523871697
2019-01-02 03 A,1879.5108272551038
2019-01-02 04 A,1854.672840900997
2019-01-02 05 A,1939.9003246039292
2019-01-02 06 A,2124.2617546532174
2019-01-02 07 A,2343.1023362964524
2019-01-02 08 A,2516.2216788257547
2019-01-02 09 A,2597.117591215455
2019-01-02 10 A,2592.768107499132
2019-01-02 11 A,2541.5380198842654
2019-01-02 12 A,2474.9283056431127
2019-01-02 13 A,2400.274042182562
2019-01-02 14 A,2316.448835159377
2019-01-02 15 A,2239.5229584814574
2019-01-02 16 A,2205.720413818638
2019-01-02 17 A,2244.0604619692185
2019-01-02 18 A,2344.653534740978
2019-01-02 19 A,2456.0489208310755
2019-01-02 20 A,2518.134426577331
2019-01-02 21 A,2502.5424257287805
2019-01-02 22 A,2425.011964489362
2019-01-02 23 A,2321.421630950391
2019-01-02 24 A,2214.087355143218
2019-01-03 01 A,2102.555949421646
2019-01-03 02 A,1986.025405864163
2019-01-03 03 A,1890.2586706805537
