일자|시간|구분,공급량
2019-01-01 01 A,2051.376982827606
2019-01-01 02 A,1936.1172254350436
2019-01-01 03 A,1838.4010312551231
2019-01-01 04 A,1808.8320098869033
2019-01-01 05 A,1889.4032560395126
2019-01-01 06 A,2072.5976936016345
2019-01-01 07 A,2294.7059182927524
2019-01-01 08 A,2473.2642048814514
2019-01-01 09 A,2558.3225842639285
2019-01-01 10 A,2555.1375144785525
2019-01-01 11 A,2503.2224511064987
2019-01-01 12 A,2436.5531536325343
2019-01-01 13 A,2363.6531841169726
2019-01-01 14 A,2282.143527630712
2019-01-01 15 A,2205.692643063897
2019-01-01 16 A,2169.300785194675
2019-01-01 17 A,2202.991388275003
2019-01-01 18 A,2298.9726933348798
2019-01-01 19 A,2406.9774985577624
2019-01-01 20 A,2466.372041843033
2019-01-01 21 A,2447.6916980246497
2019-01-01 22 A,2366.6903225447295
2019-01-01 23 A,2260.6703034536795
2019-01-01 24 A,2153.2494586365556
2019-01-02 01 A,2043.3947991904556
2019-01-02 02 A,1927.868253689905
2019-01-02 03 A,1830.2378644617602
2019-01-02 04 A,1801.0739691683104
2019-01-02 05 A,1882.334513421048
2019-01-02 06 A,2066.465931166337
2019-01-02 07 A,2289.721524135515
2019-01-02 08 A,2469.5999992732686
2019-01-02 09 A,2556.114062554396
2019-01-02 10 A,2554.483586657291
2019-01-02 11 A,2504.1866516675977
2019-01-02 12 A,2439.165289545316
2019-01-02 13 A,2367.911383443605
2019-01-02 14 A,2288.0166464666836
2019-01-02 15 A,2213.122984413379
2019-01-02 16 A,2178.207079999994
2019-01-02 17 A,2213.2719859070767
2019-01-02 18 A,2310.5089070769254
2019-01-02 19 A,2419.6370502443315
2019-01-02 20 A,2480.012549428682
2019-01-02 21 A,2462.1641503001674
2019-01-02 22 A,2381.8424861380745
2019-01-02 23 A,2276.350009324139
2019-01-02 24 A,2169.3077177932864
2019-01-03 01 A,2059.688700539575
2019-01-03 02 A,1944.2636010634233
2019-01-03 03 A,1846.6115141726636
2019-01-03 04 A,1817.3158345063148
2019-01-03 05 A,1898.3492080404687
2019-01-03 06 A,2082.174029030891
2019-01-03 07 A,2305.060419901516
2019-01-03 08 A,2484.524359251205
2019-01-03 09 A,2570.595862866718
2019-01-03 10 A,2568.5117416595667
2019-01-03 11 A,2517.766242132974
2019-01-03 12 A,2452.3164063675804
2019-01-03 13 A,2380.6676086365896
2019-01-03 14 A,2300.423198971632
2019-01-03 15 A,2225.234563532048
2019-01-03 16 A,2190.0854441332312
2019-01-03 17 A,2224.9833085828386
2019-01-03 18 A,2322.120955992983
2019-01-03 19 A,2431.2162381163066
2019-01-03 20 A,2491.6209078117286
2019-01-03 21 A,2473.856279221549
2019-01-03 22 A,2393.6625332780295
