일자|시간|구분,공급량
2019-01-01 01 A,2119.5679937266336
2019-01-01 02 A,2002.4566755175613
2019-01-01 03 A,1905.9248691732355
2019-01-01 04 A,1880.3602402445774
2019-01-01 05 A,1964.824579746789
2019-01-01 06 A,2148.3965577211707
2019-01-01 07 A,2366.303721905621
2019-01-01 08 A,2538.191978916335
2019-01-01 09 A,2617.487420948713
2019-01-01 10 A,2611.2246494020856
2019-01-01 11 A,2557.8984537094207
2019-01-01 12 A,2489.1202742929427
2019-01-01 13 A,2412.2750632697403
2019-01-01 14 A,2326.2649350122865
2019-01-01 15 A,2247.229636603345
2019-01-01 16 A,2211.50923325204
2019-01-01 17 A,2248.2167922582285
2019-01-01 18 A,2347.4556025190445
2019-01-01 19 A,2457.6606859756766
2019-01-01 20 A,2518.580538582769
2019-01-01 21 A,2501.784017699683
2019-01-01 22 A,2423.053969520136
2019-01-01 23 A,2318.3613252965515
2019-01-01 24 A,2210.0789585189177
2019-01-02 01 A,2097.7506716088797
2019-01-02 02 A,1980.5649217641321
2019-01-02 03 A,1884.3345026017932
2019-01-02 04 A,1859.4118934100347
2019-01-02 05 A,1944.8217313886398
2019-01-02 06 A,2129.6041221859687
2019-01-02 07 A,2348.9471962236803
2019-01-02 08 A,2522.4571409009723
2019-01-02 09 A,2603.520564563739
2019-01-02 10 A,2599.13333680285
2019-01-02 11 A,2547.7527568677924
2019-01-02 12 A,2480.9544730629086
2019-01-02 13 A,2406.0897612946765
2019-01-02 14 A,2322.029549829178
2019-01-02 15 A,2244.8852160790484
2019-01-02 16 A,2210.9715469548673
2019-01-02 17 A,2249.3796433355164
2019-01-02 18 A,2350.194303790431
2019-01-02 19 A,2461.835642505423
2019-01-02 20 A,2524.040878570282
2019-01-02 21 A,2508.371213948363
2019-01-02 22 A,2430.6053946716756
2019-01-02 23 A,2326.7136861230547
2019-01-02 24 A,2219.0715571406486
2019-01-03 01 A,2107.228444762691
2019-01-03 02 A,1990.3812134929158
2019-01-03 03 A,1894.3535301536938
2019-01-03 04 A,1869.510871342039
2019-01-03 05 A,1954.8926245686002
2019-01-03 06 A,2139.55500426602
2019-01-03 07 A,2358.7031965669785
2019-01-03 08 A,2531.960969386889
2019-01-03 09 A,2612.732610379989
2019-01-03 10 A,2608.031343986372
2019-01-03 11 A,2556.331085992662
2019-01-03 12 A,2489.222964934389
2019-01-03 13 A,2414.072224732109
2019-01-03 14 A,2329.761901545756
2019-01-03 15 A,2252.4133061582816
2019-01-03 16 A,2218.3487084561657
2019-01-03 17 A,2256.66400902609
2019-01-03 18 A,2357.445936881526
2019-01-03 19 A,2469.1135314613875
2019-01-03 20 A,2531.399848541115
2019-01-03 21 A,2515.858809128981
2019-01-03 22 A,2438.2587868523883
2019-01-03 23 A,2334.556664891291
2019-01-03 24 A,2227.1116565239317
2019-01-04 01 A,2115.454259852349
2019-01-04 02 A,1998.7599581807347
2019-01-04 03 A,1902.8288843935866
2019-01-04 04 A,1878.001162664028
2019-01-04 05 A,1963.2893841943596
2019-01-04 06 A,2147.7219333870594
2019-01-04 07 A,2366.475572786365
2019-01-04 08 A,2539.1455174708703
2019-01-04 09 A,2619.10785504288
2019-01-04 10 A,2613.3484559409217
2019-01-04 11 A,2560.315225350731
2019-01-04 12 A,2491.575119272632
2019-01-04 13 A,2414.4715318932376
2019-01-04 14 A,2327.8684402558583
2019-01-04 15 A,2247.8713307155467
2019-01-04 16 A,2210.7902969190636
2019-01-04 17 A,2245.7130881523426
2019-01-04 18 A,2342.7226410271132
2019-01-04 19 A,2450.238847223277
2019-01-04 20 A,2508.000492039323
2019-01-04 21 A,2487.5722785682237
2019-01-04 22 A,2404.738529430587
2019-01-04 23 A,2295.477294302016
2019-01-04 24 A,2182.174155277017
2019-01-05 01 A,2064.3910994254334
2019-01-05 02 A,1941.3400696400586
2019-01-05 03 A,1838.8624126163518
2019-01-05 04 A,1807.3439386612386
2019-01-05 05 A,1885.8470522103953
2019-01-05 06 A,2063.4536724936843
2019-01-05 07 A,2275.3973565213037
2019-01-05 08 A,2441.3328596403862
2019-01-05 09 A,2514.6979951503286
2019-01-05 10 A,2502.5419435033373
2019-01-05 11 A,2443.3768691205155
2019-01-05 12 A,2368.834274153383
2019-01-05 13 A,2286.321703946599
2019-01-05 14 A,2194.766197913258
2019-01-05 15 A,2110.3345182508747
2019-01-05 16 A,2069.3955545577046
2019-01-05 17 A,2101.092691203801
2019-01-05 18 A,2195.560678644689
2019-01-05 19 A,2301.2667694370434
2019-01-05 20 A,2357.9920612771098
2019-01-05 21 A,2337.3379693881398
2019-01-05 22 A,2255.119427077796
2019-01-05 23 A,2147.338549050084
2019-01-05 24 A,2036.3980554072382
2019-01-06 01 A,1921.8698306495326
2019-01-06 02 A,1802.9682332570073
2019-01-06 03 A,1705.5293782553194
2019-01-06 04 A,1679.9261099603195
2019-01-06 05 A,1765.2001258164184
2019-01-06 06 A,1950.404971508416
2019-01-06 07 A,2170.738319507182
2019-01-06 08 A,2345.8117653108493
2019-01-06 09 A,2429.0130009508457
2019-01-06 10 A,2427.3345134510437
2019-01-06 11 A,2379.225662567307
2019-01-06 12 A,2316.2495625846946
2019-01-06 13 A,2245.7403775668636
2019-01-06 14 A,2166.5474177208143
2019-01-06 15 A,2094.756062544766
2019-01-06 16 A,2066.650901493272
2019-01-06 17 A,2111.288871216975
2019-01-06 18 A,2218.716922336712
2019-01-06 19 A,2337.313967878692
2019-01-06 20 A,2406.773047089846
2019-01-06 21 A,2398.608617955043
2019-01-06 22 A,2328.550568381822
2019-01-06 23 A,2232.518671923281
2019-01-06 24 A,2132.836777274649
2019-01-07 01 A,2029.0020976996373
2019-01-07 02 A,1920.159207975109
2019-01-07 03 A,1832.0799638246308
2019-01-07 04 A,1815.079054385466
2019-01-07 05 A,1908.1466422489284
2019-01-07 06 A,2100.2918058758087
2019-01-07 07 A,2326.675192001211
2019-01-07 08 A,2506.879108227973
2019-01-07 09 A,2594.2699126648977
2019-01-07 10 A,2595.8268462392516
2019-01-07 11 A,2549.994160809181
2019-01-07 12 A,2488.3379678828405
2019-01-07 13 A,2418.2034180664223
2019-01-07 14 A,2338.4586007051325
2019-01-07 15 A,2265.2151920454244
2019-01-07 16 A,2234.7912461995957
2019-01-07 17 A,2276.2839123620056
2019-01-07 18 A,2379.786616385456
2019-01-07 19 A,2493.730464741324
2019-01-07 20 A,2557.8658110856263
2019-01-07 21 A,2543.768905826395
2019-01-07 22 A,2467.235226235025
2019-01-07 23 A,2364.253220890798
2019-01-07 24 A,2257.2177659327854
2019-01-08 01 A,2145.698707680321
2019-01-08 02 A,2028.9141077184113
2019-01-08 03 A,1932.709413898769
2019-01-08 04 A,1907.4722761727696
2019-01-08 05 A,1992.2644699392772
2019-01-08 06 A,2176.164649606715
2019-01-08 07 A,2394.4003472661407
2019-01-08 08 A,2566.6174538718187
2019-01-08 09 A,2646.242045940673
2019-01-08 10 A,2640.3087091826146
2019-01-08 11 A,2587.3122173297465
2019-01-08 12 A,2518.863995079922
2019-01-08 13 A,2442.348978828309
2019-01-08 14 A,2356.6692672067347
2019-01-08 15 A,2277.9645915460314
2019-01-08 16 A,2242.5750012943713
2019-01-08 17 A,2279.613547980616
2019-01-08 18 A,2379.1835047219556
2019-01-08 19 A,2489.719877670859
2019-01-08 20 A,2550.971146985764
2019-01-08 21 A,2534.5061542208114
2019-01-08 22 A,2456.1077297662214
2019-01-08 23 A,2351.746789038244
2019-01-08 24 A,2243.7961897224245
2019-01-09 01 A,2131.799718406169
2019-01-09 02 A,2014.9458164555444
2019-01-09 03 A,1919.0472616499653
2019-01-09 04 A,1894.45651743792
2019-01-09 05 A,1980.1982051769187
2019-01-09 06 A,2165.312414670438
2019-01-09 07 A,2384.9872604930524
2019-01-09 08 A,2558.8289141963896
2019-01-09 09 A,2640.2239682787895
2019-01-09 10 A,2636.1682764838915
2019-01-09 11 A,2585.119122212354
2019-01-09 12 A,2518.6521379245387
2019-01-09 13 A,2444.1185836821023
2019-01-09 14 A,2360.389371909412
2019-01-09 15 A,2283.5758641807865
2019-01-09 16 A,2249.9928315718403
2019-01-09 17 A,2288.731359130872
2019-01-09 18 A,2389.8762296008354
2019-01-09 19 A,2501.847541347533
2019-01-09 20 A,2564.3824976460246
2019-01-09 21 A,2549.0422846518295
