일자|시간|구분,공급량
2019-01-01 01 A,1919.7314654309675
2019-01-01 02 A,1752.5405362329973
2019-01-01 03 A,1668.1273342893805
2019-01-01 04 A,1685.4402747491547
2019-01-01 05 A,1808.0233975120943
2019-01-01 06 A,1868.115174778112
2019-01-01 07 A,2182.6885931577535
2019-01-01 08 A,2445.762155328557
2019-01-01 09 A,2460.277139937464
2019-01-01 10 A,2500.4067401687435
2019-01-01 11 A,2488.317166094337
2019-01-01 12 A,2189.7761564114717
2019-01-01 13 A,2102.5565233972584
2019-01-01 14 A,2005.124467372622
2019-01-01 15 A,1907.5972479233365
2019-01-01 16 A,1871.0114873574832
2019-01-01 17 A,1905.858532343964
2019-01-01 18 A,2102.1943136753466
2019-01-01 19 A,2428.8074877706813
2019-01-01 20 A,2461.394451091884
2019-01-01 21 A,2451.459191843877
2019-01-01 22 A,2422.5875738894542
2019-01-01 23 A,2297.3566546258776
2019-01-01 24 A,2136.126255943065
2019-01-02 01 A,1925.430641375373
2019-01-02 02 A,1758.239712177403
2019-01-02 03 A,1673.8265102337857
2019-01-02 04 A,1691.1394506935599
2019-01-02 05 A,1854.6415116768846
2019-01-02 06 A,1926.7250411063912
2019-01-02 07 A,2241.2984594860327
2019-01-02 08 A,2687.9590663919253
2019-01-02 09 A,2717.50063586144
2019-01-02 10 A,2619.2981603914677
2019-01-02 11 A,2570.401267142341
2019-01-02 12 A,2271.8602574594756
2019-01-02 13 A,2175.0958790444565
2019-01-02 14 A,2077.6638230198205
2019-01-02 15 A,1980.1366035705348
2019-01-02 16 A,1943.5508430046816
2019-01-02 17 A,1978.397887991162
2019-01-02 18 A,2174.7336693225448
2019-01-02 19 A,2501.346843417879
2019-01-02 20 A,2533.9338067390827
2019-01-02 21 A,2532.5874995812514
2019-01-02 22 A,2472.3416888072497
2019-01-02 23 A,2347.110769543673
2019-01-02 24 A,2143.4947796490096
2019-01-03 01 A,1932.7991650813174
2019-01-03 02 A,1765.6082358833476
2019-01-03 03 A,1681.1950339397304
2019-01-03 04 A,1698.5079743995045
2019-01-03 05 A,1862.010035382829
2019-01-03 06 A,1934.0935648123357
2019-01-03 07 A,2248.666983191977
2019-01-03 08 A,2695.32759009787
2019-01-03 09 A,2717.50063586144
2019-01-03 10 A,2619.2981603914677
2019-01-03 11 A,2570.401267142341
2019-01-03 12 A,2271.8602574594756
2019-01-03 13 A,2175.0958790444565
2019-01-03 14 A,2077.6638230198205
2019-01-03 15 A,1980.1366035705348
2019-01-03 16 A,1943.5508430046816
2019-01-03 17 A,1978.397887991162
2019-01-03 18 A,2174.7336693225448
2019-01-03 19 A,2501.346843417879
2019-01-03 20 A,2533.9338067390827
2019-01-03 21 A,2532.5874995812514
2019-01-03 22 A,2472.3416888072497
2019-01-03 23 A,2347.110769543673
2019-01-03 24 A,2143.4947796490096
2019-01-04 01 A,1932.7991650813174
2019-01-04 02 A,1765.6082358833476
2019-01-04 03 A,1681.1950339397304
2019-01-04 04 A,1698.5079743995045
2019-01-04 05 A,1862.010035382829
2019-01-04 06 A,1934.0935648123357
2019-01-04 07 A,2248.666983191977
2019-01-04 08 A,2695.32759009787
2019-01-04 09 A,2717.50063586144
2019-01-04 10 A,2619.2981603914677
2019-01-04 11 A,2570.401267142341
2019-01-04 12 A,2271.8602574594756
2019-01-04 13 A,2175.0958790444565
2019-01-04 14 A,2077.6638230198205
2019-01-04 15 A,1980.1366035705348
2019-01-04 16 A,1943.5508430046816
2019-01-04 17 A,1978.397887991162
2019-01-04 18 A,2174.7336693225448
2019-01-04 19 A,2501.346843417879
2019-01-04 20 A,2533.9338067390827
2019-01-04 21 A,2532.5874995812514
2019-01-04 22 A,2472.3416888072497
2019-01-04 23 A,2347.110769543673
2019-01-04 24 A,2143.4947796490096
2019-01-05 01 A,1932.7991650813174
2019-01-05 02 A,1765.6082358833476
2019-01-05 03 A,1681.1950339397304
2019-01-05 04 A,1698.5079743995045
2019-01-05 05 A,1862.010035382829
2019-01-05 06 A,1934.0935648123357
2019-01-05 07 A,2248.666983191977
2019-01-05 08 A,2695.32759009787
2019-01-05 09 A,2717.50063586144
2019-01-05 10 A,2619.2981603914677
2019-01-05 11 A,2570.401267142341
2019-01-05 12 A,2271.8602574594756
2019-01-05 13 A,2175.0958790444565
2019-01-05 14 A,2077.6638230198205
2019-01-05 15 A,1980.1366035705348
2019-01-05 16 A,1943.5508430046816
2019-01-05 17 A,1978.397887991162
2019-01-05 18 A,2174.7336693225448
2019-01-05 19 A,2501.346843417879
2019-01-05 20 A,2533.9338067390827
2019-01-05 21 A,2532.5874995812514
2019-01-05 22 A,2472.3416888072497
2019-01-05 23 A,2347.110769543673
2019-01-05 24 A,2143.4947796490096
2019-01-06 01 A,1932.7991650813174
2019-01-06 02 A,1765.6082358833476
2019-01-06 03 A,1681.1950339397304
2019-01-06 04 A,1698.5079743995045
2019-01-06 05 A,1862.010035382829
2019-01-06 06 A,1934.0935648123357
2019-01-06 07 A,2248.666983191977
2019-01-06 08 A,2695.32759009787
2019-01-06 09 A,2717.50063586144
2019-01-06 10 A,2619.2981603914677
2019-01-06 11 A,2570.401267142341
2019-01-06 12 A,2271.8602574594756
2019-01-06 13 A,2175.0958790444565
2019-01-06 14 A,2077.6638230198205
2019-01-06 15 A,1980.1366035705348
2019-01-06 16 A,1943.5508430046816
2019-01-06 17 A,1978.397887991162
2019-01-06 18 A,2174.7336693225448
2019-01-06 19 A,2501.346843417879
2019-01-06 20 A,2533.9338067390827
2019-01-06 21 A,2532.5874995812514
2019-01-06 22 A,2472.3416888072497
2019-01-06 23 A,2347.110769543673
2019-01-06 24 A,2159.3427720407367
2019-01-07 01 A,1948.6471574730447
2019-01-07 02 A,1781.4562282750746
2019-01-07 03 A,1697.0430263314574
2019-01-07 04 A,1714.3559667912316
2019-01-07 05 A,1877.8580277745564
2019-01-07 06 A,1949.941557204063
2019-01-07 07 A,2264.514975583704
2019-01-07 08 A,2711.175582489597
2019-01-07 09 A,2730.7906184642443
2019-01-07 10 A,2635.3140770568457
2019-01-07 11 A,2586.4171838077186
2019-01-07 12 A,2287.8761741248536
2019-01-07 13 A,2191.111795709834
2019-01-07 14 A,2093.679739685198
2019-01-07 15 A,1996.1525202359126
2019-01-07 16 A,1959.5667596700591
2019-01-07 17 A,1994.4138046565395
2019-01-07 18 A,2190.7495859879223
2019-01-07 19 A,2517.362760083257
2019-01-07 20 A,2551.137947049671
2019-01-07 21 A,2549.7916398918396
2019-01-07 22 A,2489.545829117838
2019-01-07 23 A,2364.3149098542613
2019-01-07 24 A,2159.3427720407367
2019-01-08 01 A,1948.6471574730447
2019-01-08 02 A,1781.4562282750746
2019-01-08 03 A,1697.0430263314574
2019-01-08 04 A,1714.3559667912316
2019-01-08 05 A,1877.8580277745564
2019-01-08 06 A,1949.941557204063
2019-01-08 07 A,2264.514975583704
2019-01-08 08 A,2711.175582489597
