일자|시간|구분,공급량
2019-01-01 01 A,2104.8733308733053
2019-01-01 02 A,1987.717567195368
2019-01-01 03 A,1891.1496705448412
2019-01-01 04 A,1865.5598453708144
2019-01-01 05 A,1950.0054388806484
2019-01-01 06 A,2133.5593069153006
2019-01-01 07 A,2351.4467056546505
2019-01-01 08 A,2523.3148090094182
2019-01-01 09 A,2602.5909649943314
2019-01-01 10 A,2596.308506194613
2019-01-01 11 A,2542.959830597677
2019-01-01 12 A,2474.156290912042
2019-01-01 13 A,2397.2861603731926
2019-01-01 14 A,2311.2552359871997
2019-01-01 15 A,2232.203079832402
2019-01-01 16 A,2196.465108783494
2019-01-01 17 A,2233.149733212038
2019-01-01 18 A,2332.3610884840236
2019-01-01 19 A,2442.5413237376515
2019-01-01 20 A,2503.446672902229
2019-01-01 21 A,2486.6468299348544
2019-01-01 22 A,2407.9162042407975
2019-01-01 23 A,2303.2135666442337
2019-01-01 24 A,2194.905060189514
2019-01-02 01 A,2082.538242510742
2019-01-02 02 A,1965.31261904527
2019-01-02 03 A,1869.050931019659
2019-01-02 04 A,1844.108153574593
2019-01-02 05 A,1929.5044345329522
2019-01-02 06 A,2114.274017754289
2019-01-02 07 A,2333.6026930242315
2019-01-02 08 A,2507.097865018341
2019-01-02 09 A,2588.147347505924
2019-01-02 10 A,2583.74569105877
2019-01-02 11 A,2532.347754034935
2019-01-02 12 A,2465.529048899136
2019-01-02 13 A,2390.64412641708
2019-01-02 14 A,2306.567553622216
2019-01-02 15 A,2229.41048194871
2019-01-02 16 A,2195.483012357169
2019-01-02 17 A,2233.8715549689127
2019-01-02 18 A,2334.6617251633206
2019-01-02 19 A,2446.280739170461
2019-01-02 20 A,2508.473533691649
2019-01-02 21 A,2492.8021319421982
2019-01-02 22 A,2415.0368330065394
2019-01-02 23 A,2311.1357369756315
2019-01-02 24 A,2203.4675827209476
2019-01-03 01 A,2091.585568299592
2019-01-03 02 A,1974.6976175116206
2019-01-03 03 A,1878.6373609575198
2019-01-03 04 A,1853.772792169911
2019-01-03 05 A,1939.1388350255768
2019-01-03 06 A,2123.785872263085
2019-01-03 07 A,2342.9167834672626
2019-01-03 08 A,2516.1565915076535
2019-01-03 09 A,2596.910830284709
2019-01-03 10 A,2592.191448707452
2019-01-03 11 A,2540.4699673150344
2019-01-03 12 A,2473.3374260707415
2019-01-03 13 A,2398.1623920958223
2019-01-03 14 A,2313.8315891736406
2019-01-03 15 A,2236.466150916437
2019-01-03 16 A,2202.383709460639
2019-01-03 17 A,2240.675521678022
2019-01-03 18 A,2341.4291787446373
2019-01-03 19 A,2453.070865296543
2019-01-03 20 A,2515.34139519324
2019-01-03 21 A,2499.7955480413066
2019-01-03 22 A,2422.193284334935
2019-01-03 23 A,2318.479351883566
2019-01-03 24 A,2211.0062597150536
2019-01-04 01 A,2099.3082882019457
2019-01-04 02 A,1982.5719965275812
2019-01-04 03 A,1886.6074931220296
2019-01-04 04 A,1861.757425958675
2019-01-04 05 A,1947.0299245402123
2019-01-04 06 A,2131.447538611207
2019-01-04 07 A,2350.184716397557
2019-01-04 08 A,2522.8379155039775
2019-01-04 09 A,2602.7844528981354
2019-01-04 10 A,2597.008902411131
2019-01-04 11 A,2543.9567490159106
2019-01-04 12 A,2475.1948316379107
2019-01-04 13 A,2398.069836016597
2019-01-04 14 A,2311.449392453117
2019-01-04 15 A,2231.4387735057585
2019-01-04 16 A,2194.343396665906
2019-01-04 17 A,2229.2463278189425
2019-01-04 18 A,2326.231325283561
2019-01-04 19 A,2433.725385226491
2019-01-04 20 A,2491.4750105789167
2019-01-04 21 A,2471.045723345318
2019-01-04 22 A,2388.2133945820597
2019-01-04 23 A,2278.943901889645
2019-01-04 24 A,2165.616088578352
2019-01-05 01 A,2047.795692037897
2019-01-05 02 A,1924.705702048313
2019-01-05 03 A,1822.1974151515074
2019-01-05 04 A,1790.6591433368687
2019-01-05 05 A,1869.1488110436042
2019-01-05 06 A,2046.7424885556202
2019-01-05 07 A,2258.6714084195814
2019-01-05 08 A,2424.5915625851912
2019-01-05 09 A,2497.941992038083
2019-01-05 10 A,2485.770583155192
2019-01-05 11 A,2426.5870867998656
2019-01-05 12 A,2352.0228986844695
2019-01-05 13 A,2269.488870129085
2019-01-05 14 A,2177.9157117713285
2019-01-05 15 A,2093.469993234517
2019-01-05 16 A,2052.5159521102796
2019-01-05 17 A,2084.1923160763617
2019-01-05 18 A,2178.634686164285
2019-01-05 19 A,2284.3174500220393
2019-01-05 20 A,2341.029454872264
2019-01-05 21 A,2320.37296757141
2019-01-05 22 A,2238.1545029425706
2019-01-05 23 A,2130.364036579737
2019-01-05 24 A,2019.3975821825625
2019-01-06 01 A,1904.8308059104736
2019-01-06 02 A,1785.8891429847408
2019-01-06 03 A,1688.4186862251172
2019-01-06 04 A,1662.7948072775646
2019-01-06 05 A,1748.0547465766626
2019-01-06 06 A,1933.2462208632473
2019-01-06 07 A,2153.5645948800384
2019-01-06 08 A,2328.622713959934
2019-01-06 09 A,2411.8095073615723
2019-01-06 10 A,2410.116173746276
2019-01-06 11 A,2361.9896611124786
2019-01-06 12 A,2298.992975163842
2019-01-06 13 A,2228.4635798789077
2019-01-06 14 A,2149.2544467887906
2019-01-06 15 A,2077.4507492088273
2019-01-06 16 A,2049.3324074530556
2019-01-06 17 A,2093.951681052924
2019-01-06 18 A,2201.3563477637013
2019-01-06 19 A,2319.932429567532
2019-01-06 20 A,2389.3806867677167
2019-01-06 21 A,2381.2163985705256
2019-01-06 22 A,2311.161002466768
2019-01-06 23 A,2215.1220998914396
2019-01-06 24 A,2115.4167995148337
2019-01-07 01 A,2011.5460624960238
2019-01-07 02 A,1902.6655069256426
2019-01-07 03 A,1814.556933706629
2019-01-07 04 A,1797.537527973156
2019-01-07 05 A,1890.592965709916
2019-01-07 06 A,2082.7264690083507
2019-01-07 07 A,2309.0963520306877
2019-01-07 08 A,2489.286150328487
2019-01-07 09 A,2576.663440652085
2019-01-07 10 A,2578.2061605815466
2019-01-07 11 A,2532.3561390894747
2019-01-07 12 A,2470.6793720378214
2019-01-07 13 A,2400.524307101216
2019-01-07 14 A,2320.7626964219135
2019-01-07 15 A,2247.50601590116
2019-01-07 16 A,2217.0676607019386
2019-01-07 17 A,2258.540117376114
2019-01-07 18 A,2362.017657548844
2019-01-07 19 A,2475.938519267258
2019-01-07 20 A,2540.0608036130716
2019-01-07 21 A,2525.9616120516966
2019-01-07 22 A,2449.4280044104107
2019-01-07 23 A,2346.4362928863575
2019-01-07 24 A,2239.3746516808956
2019-01-08 01 A,2127.8167150012523
2019-01-08 02 A,2010.9916291696964
2019-01-08 03 A,1914.7548295748084
2019-01-08 04 A,1889.496504942881
2019-01-08 05 A,1974.2739867410605
2019-01-08 06 A,2158.160115052917
2019-01-08 07 A,2376.3801302863617
2019-01-08 08 A,2548.581190564435
2019-01-08 09 A,2628.1906280970243
2019-01-08 10 A,2622.2417596529676
2019-01-08 11 A,2569.226967391236
2019-01-08 12 A,2500.757588167803
2019-01-08 13 A,2424.221879367462
2019-01-08 14 A,2338.52562212628
2019-01-08 15 A,2259.8083626407188
2019-01-08 16 A,2224.4055018939935
2019-01-08 17 A,2261.4254343555713
2019-01-08 18 A,2360.9722794798236
2019-01-08 19 A,2471.488170483992
2019-01-08 20 A,2532.7293253683756
2019-01-08 21 A,2516.2654221514977
2019-01-08 22 A,2437.8708543012162
2019-01-08 23 A,2333.5043766710814
2019-01-08 24 A,2225.532116365999
2019-01-09 01 A,2113.5016150503006
2019-01-09 02 A,1996.6123621936426
2019-01-09 03 A,1900.6870830482858
2019-01-09 04 A,1876.0807367781158
2019-01-09 05 A,1961.813455226104
2019-01-09 06 A,2146.9194662687732
2019-01-09 07 A,2366.5845437060143
2019-01-09 08 A,2540.416076226661
2019-01-09 09 A,2621.8018616128174
2019-01-09 10 A,2617.7364344488938
2019-01-09 11 A,2566.674637103487
2019-01-09 12 A,2500.191966056224
2019-01-09 13 A,2425.642956086398
2019-01-09 14 A,2341.902158243684
2019-01-09 15 A,2265.080707981406
2019-01-09 16 A,2231.4886902822154
2019-01-09 17 A,2270.2124992934096
2019-01-09 18 A,2371.3377344239902
2019-01-09 19 A,2483.2915959396782
2019-01-09 20 A,2545.81900458228
2019-01-09 21 A,2530.4819676140614
2019-01-09 22 A,2453.0507681728905
2019-01-09 23 A,2349.4834904160416
2019-01-09 24 A,2242.148857265997
2019-01-10 01 A,2130.600050875651
2019-01-10 02 A,2014.044979123425
2019-01-10 03 A,1918.3172567101042
2019-01-10 04 A,1893.784861264855
2019-01-10 05 A,1979.482700790329
2019-01-10 06 A,2164.4611421490217
2019-01-10 07 A,2383.9230490560108
2019-01-10 08 A,2557.4934285668273
2019-01-10 09 A,2638.577798713507
2019-01-10 10 A,2634.188092596726
2019-01-10 11 A,2582.795814949427
2019-01-10 12 A,2515.9919899442425
2019-01-10 13 A,2441.145168926281
2019-01-10 14 A,2357.142059918914
2019-01-10 15 A,2280.1037807931743
2019-01-10 16 A,2246.347947957933
2019-01-10 17 A,2284.9658025777926
2019-01-10 18 A,2386.0449201393867
2019-01-10 19 A,2498.011469608314
2019-01-10 20 A,2560.606249193843
2019-01-10 21 A,2545.384022870233
2019-01-10 22 A,2468.1047355239516
2019-01-10 23 A,2364.7131193746113
2019-01-10 24 A,2257.5616678834594
2019-01-11 01 A,2146.184645878765
2019-01-11 02 A,2029.7685970236441
2019-01-11 03 A,1934.1236142493594
2019-01-11 04 A,1909.5923300560794
2019-01-11 05 A,1995.1828584982595
2019-01-11 06 A,2179.9177338973577
2019-01-11 07 A,2398.971389081258
2019-01-11 08 A,2571.9402662771977
2019-01-11 09 A,2652.201667129455
2019-01-11 10 A,2646.7401501336362
2019-01-11 11 A,2594.0011849796865
2019-01-11 12 A,2525.551595339867
2019-01-11 13 A,2448.7380517116353
2019-01-11 14 A,2362.4281692073464
2019-01-11 15 A,2282.7272052121643
2019-01-11 16 A,2245.9405620791285
2019-01-11 17 A,2281.1512905869727
2019-01-11 18 A,2378.4431339799357
2019-01-11 19 A,2486.243073381099
2019-01-11 20 A,2544.29759671539
2019-01-11 21 A,2524.1722110114583
2019-01-11 22 A,2441.6427723855422
2019-01-11 23 A,2332.6751435313613
2019-01-11 24 A,2219.6481528922977
2019-01-12 01 A,2102.1275230227716
2019-01-12 02 A,1979.3362289045167
2019-01-12 03 A,1877.125552320792
2019-01-12 04 A,1845.8837905385503
2019-01-12 05 A,1924.6688533129966
2019-01-12 06 A,2102.556796281215
2019-01-12 07 A,2314.778837385392
2019-01-12 08 A,2480.990954009267
2019-01-12 09 A,2554.6321726121523
2019-01-12 10 A,2542.750365087233
2019-01-12 11 A,2483.855267855014
2019-01-12 12 A,2409.5782622268844
2019-01-12 13 A,2327.330185164503
2019-01-12 14 A,2236.04173298959
2019-01-12 15 A,2151.879461055892
2019-01-12 16 A,2111.2075927257697
2019-01-12 17 A,2143.1648414911892
2019-01-12 18 A,2237.886794258281
2019-01-12 19 A,2343.847824571376
2019-01-12 20 A,2400.8367656125847
2019-01-12 21 A,2380.455870238563
2019-01-12 22 A,2298.5116393227927
2019-01-12 23 A,2190.994034557136
2019-01-12 24 A,2080.2990557913054
2019-01-13 01 A,1966.0023553600226
2019-01-13 02 A,1847.3293547479418
2019-01-13 03 A,1750.1261330632258
2019-01-13 04 A,1724.768048291723
2019-01-13 05 A,1810.2923272698472
2019-01-13 06 A,1995.7466731797358
2019-01-13 07 A,2216.326437263786
2019-01-13 08 A,2391.6444514060654
2019-01-13 09 A,2475.089631469388
2019-01-13 10 A,2473.6531627737295
2019-01-13 11 A,2425.7819800278185
2019-01-13 12 A,2363.039075701061
2019-01-13 13 A,2292.7619005945426
2019-01-13 14 A,2213.803413114787
2019-01-13 15 A,2142.248773509965
2019-01-13 16 A,2114.377889082905
2019-01-13 17 A,2159.243006411131
2019-01-13 18 A,2266.891890353062
2019-01-13 19 A,2385.710550050485
2019-01-13 20 A,2455.399733028078
2019-01-13 21 A,2447.4747057702534
2019-01-13 22 A,2377.6568931054207
2019-01-13 23 A,2281.85388386499
2019-01-13 24 A,2182.382774179516
2019-01-14 01 A,2078.744512725436
2019-01-14 02 A,1970.09470517201
2019-01-14 03 A,1882.2151400650978
2019-01-14 04 A,1865.4229902422585
2019-01-14 05 A,1958.703919446406
2019-01-14 06 A,2151.0611376214274
2019-01-14 07 A,2377.6529467971686
2019-01-14 08 A,2558.0628704928426
2019-01-14 09 A,2645.6584734749918
2019-01-14 10 A,2647.4176814177017
2019-01-14 11 A,2601.7823114380226
2019-01-14 12 A,2540.318347617103
2019-01-14 13 A,2470.3742259166966
2019-01-14 14 A,2390.821686815353
2019-01-14 15 A,2317.7721946453794
2019-01-14 16 A,2287.5391330499915
2019-01-14 17 A,2329.214977131456
2019-01-14 18 A,2432.893987136039
2019-01-14 19 A,2547.014389800176
2019-01-14 20 A,2611.3342749647522
2019-01-14 21 A,2597.4307329213675
2019-01-14 22 A,2521.0908123968366
2019-01-14 23 A,2418.290814557702
2019-01-14 24 A,2311.4189026429135
2019-01-15 01 A,2200.0486999707846
2019-01-15 02 A,2083.409342046133
2019-01-15 03 A,1987.3562535126878
2019-01-15 04 A,1962.279612421139
2019-01-15 05 A,2047.236739639372
2019-01-15 06 A,2231.3004647241805
2019-01-15 07 A,2449.6960176291386
2019-01-15 08 A,2622.070546097654
2019-01-15 09 A,2701.851372034934
2019-01-15 10 A,2696.071801979695
2019-01-15 11 A,2643.224207936847
2019-01-15 12 A,2574.919916679788
2019-01-15 13 A,2498.547175592354
2019-01-15 14 A,2413.0117558875822
2019-01-15 15 A,2334.4531938950176
2019-01-15 16 A,2299.206880840441
2019-01-15 17 A,2336.3812014916293
2019-01-15 18 A,2436.080265677686
2019-01-15 19 A,2546.746197095473
2019-01-15 20 A,2608.1352042617928
2019-01-15 21 A,2591.8169558209975
2019-01-15 22 A,2513.565835936133
2019-01-15 23 A,2409.3405902360782
2019-01-15 24 A,2301.5073366802053
2019-01-16 01 A,2189.613607876784
2019-01-16 02 A,2072.8588842902595
2019-01-16 03 A,1977.0658822902049
2019-01-16 04 A,1952.5895522120363
2019-01-16 05 A,2038.4500171580416
2019-01-16 06 A,2223.6814963458237
2019-01-16 07 A,2443.469754998493
2019-01-16 08 A,2617.422173310212
2019-01-16 09 A,2698.926540654075
2019-01-16 10 A,2694.9773832846577
2019-01-16 11 A,2644.029535326478
2019-01-16 12 A,2577.65848509811
2019-01-16 13 A,2503.218759301578
2019-01-16 14 A,2419.584900992805
2019-01-16 15 A,2342.8680377184155
2019-01-16 16 A,2309.3782466375765
2019-01-16 17 A,2348.2019141589
2019-01-16 18 A,2449.424632037944
2019-01-16 19 A,2561.47359297392
2019-01-16 20 A,2624.093710227632
2019-01-16 21 A,2608.8469836666636
2019-01-16 22 A,2531.5036891203526
2019-01-16 23 A,2428.0219035263585
2019-01-16 24 A,2320.770342670522
2019-01-17 01 A,2209.302181659562
2019-01-17 02 A,2092.8253214127153
2019-01-17 03 A,1997.1733697594466
2019-01-17 04 A,1972.714297546161
2019-01-17 05 A,2058.4830060781187
2019-01-17 06 A,2243.529855601798
2019-01-17 07 A,2463.0577033480113
2019-01-17 08 A,2636.6915499092206
2019-01-17 09 A,2717.8369069898918
2019-01-17 10 A,2713.505701442465
2019-01-17 11 A,2662.169431837474
2019-01-17 12 A,2595.4191162782117
2019-01-17 13 A,2520.6233001300093
2019-01-17 14 A,2436.668685527524
2019-01-17 15 A,2359.676384542341
2019-01-17 16 A,2325.9640078752864
2019-01-17 17 A,2364.622791074221
2019-01-17 18 A,2465.7403041000803
2019-01-17 19 A,2577.7427104832846
2019-01-17 20 A,2640.370803089887
2019-01-17 21 A,2625.1793406454185
2019-01-17 22 A,2547.9282628765513
2019-01-17 23 A,2444.5622969361275
2019-01-17 24 A,2337.4339313109585
2019-01-18 01 A,2226.0774259477494
2019-01-18 02 A,2109.679319720125
2019-01-18 03 A,2014.0497008639773
2019-01-18 04 A,1989.531197276247
2019-01-18 05 A,2075.131918501343
2019-01-18 06 A,2259.874394443723
2019-01-18 07 A,2478.9330536080724
2019-01-18 08 A,2651.9043339915943
2019-01-18 09 A,2732.1655331054526
2019-01-18 10 A,2726.7012054018815
2019-01-18 11 A,2673.9568166270965
2019-01-18 12 A,2605.499186591289
2019-01-18 13 A,2528.6749820417817
2019-01-18 14 A,2442.351814422641
2019-01-18 15 A,2362.63493755571
2019-01-18 16 A,2325.829750305181
2019-01-18 17 A,2361.01930008263
2019-01-18 18 A,2458.287326842129
2019-01-18 19 A,2566.0608085114964
2019-01-18 20 A,2624.0862299377895
2019-01-18 21 A,2603.929095133354
2019-01-18 22 A,2521.365257315804
2019-01-18 23 A,2412.3605763719506
2019-01-18 24 A,2299.2938780295535
2019-01-19 01 A,2181.730882226646
2019-01-19 02 A,2058.8945614238146
2019-01-19 03 A,1956.6361949781785
2019-01-19 04 A,1925.3440778271333
2019-01-19 05 A,2004.0761174914119
2019-01-19 06 A,2181.90836747106
2019-01-19 07 A,2394.072043665544
2019-01-19 08 A,2560.223121513355
2019-01-19 09 A,2633.800625624681
2019-01-19 10 A,2621.85242614009
2019-01-19 11 A,2562.888257824591
2019-01-19 12 A,2488.539500426844
2019-01-19 13 A,2406.216989445714
2019-01-19 14 A,2314.8514198367984
2019-01-19 15 A,2230.60934568179
2019-01-19 16 A,2189.8549891691287
2019-01-19 17 A,2221.72706271281
2019-01-19 18 A,2316.36115223915
2019-01-19 19 A,2422.231630405979
2019-01-19 20 A,2479.127329605716
2019-01-19 21 A,2458.6505020108107
2019-01-19 22 A,2376.6076478944497
2019-01-19 23 A,2268.988728452203
2019-01-19 24 A,2158.189743132257
2019-01-20 01 A,2043.7863439649495
2019-01-20 02 A,1925.00395222726
2019-01-20 03 A,1827.6886469144665
2019-01-20 04 A,1802.2157860001093
2019-01-20 05 A,1887.6225964014918
2019-01-20 06 A,2072.95678147888
2019-01-20 07 A,2293.41369273857
2019-01-20 08 A,2468.606162468457
2019-01-20 09 A,2551.9231069686757
2019-01-20 10 A,2550.3557121328195
2019-01-20 11 A,2502.3509133316747
2019-01-20 12 A,2439.4717037919263
2019-01-20 13 A,2369.0555351680705
2019-01-20 14 A,2289.955366815694
2019-01-20 15 A,2218.2563600306225
2019-01-20 16 A,2190.238423257836
2019-01-20 17 A,2234.9538043129533
2019-01-20 18 A,2342.4502693878867
2019-01-20 19 A,2461.1138290554363
2019-01-20 20 A,2530.6452323667922
2019-01-20 21 A,2522.5597474282426
2019-01-20 22 A,2452.578800785307
2019-01-20 23 A,2356.6099830852418
2019-01-20 24 A,2256.9703923652987
2019-01-21 01 A,2153.160979307049
2019-01-21 02 A,2044.3373516800211
2019-01-21 03 A,1956.2813002247801
2019-01-21 04 A,1939.3100000695026
2019-01-21 05 A,2032.4091173418528
2019-01-21 06 A,2224.581864465732
2019-01-21 07 A,2450.9865460474766
2019-01-21 08 A,2631.2066882737954
