일자|시간|구분,공급량
2019-01-01 01 A,2012.2541050755444
2019-01-01 02 A,1896.6683230383371
2019-01-01 03 A,1800.8346612750836
2019-01-01 04 A,1774.3265461501467
2019-01-01 05 A,1856.544474667874
2019-01-01 06 A,2037.9547210725366
2019-01-01 07 A,2255.212093529803
2019-01-01 08 A,2428.384025282927
2019-01-01 09 A,2510.1391579317637
2019-01-01 10 A,2506.3678447897933
2019-01-01 11 A,2455.001112161702
2019-01-01 12 A,2387.9130429389097
2019-01-01 13 A,2312.956696579154
2019-01-01 14 A,2228.9280040825934
2019-01-01 15 A,2151.176080828221
2019-01-01 16 A,2115.2466209724516
2019-01-01 17 A,2150.23797291192
2019-01-01 18 A,2247.114432136312
2019-01-01 19 A,2355.3594772162896
2019-01-01 20 A,2415.1650950556564
2019-01-01 21 A,2397.8001355028796
2019-01-01 22 A,2318.589029486695
2019-01-01 23 A,2213.5214832686797
2019-01-01 24 A,2105.445543589217
2019-01-02 01 A,1994.1651085655576
2019-01-02 02 A,1878.3241529680918
2019-01-02 03 A,1782.5912382824624
2019-01-02 04 A,1756.5068567848932
2019-01-02 05 A,1839.436724323363
2019-01-02 06 A,2021.8110150510417
2019-01-02 07 A,2240.2476462643713
2019-01-02 08 A,2414.77689079522
2019-01-02 09 A,2498.0304678525013
2019-01-02 10 A,2495.8625337941694
2019-01-02 11 A,2446.169104533268
2019-01-02 12 A,2380.790868267968
2019-01-02 13 A,2307.549497471564
2019-01-02 14 A,2225.2118940191403
2019-01-02 15 A,2149.1008063738814
2019-01-02 16 A,2114.7384792566504
2019-01-02 17 A,2151.2029324942173
2019-01-02 18 A,2249.441403694706
2019-01-02 19 A,2358.923679206552
2019-01-02 20 A,2419.831459176362
2019-01-02 21 A,2403.4266972984046
2019-01-02 22 A,2325.0302503847424
2019-01-02 23 A,2220.631452445753
2019-01-02 24 A,2113.081010590917
2019-01-03 01 A,2002.1883007797896
2019-01-03 02 A,1886.6053361735703
2019-01-03 03 A,1791.0109827535666
2019-01-03 04 A,1764.9579764487712
2019-01-03 05 A,1847.825861938692
2019-01-03 06 A,2030.0598520071235
2019-01-03 07 A,2248.293721726609
2019-01-03 08 A,2422.5740210714434
2019-01-03 09 A,2505.5487632191775
2019-01-03 10 A,2503.0880163457145
2019-01-03 11 A,2453.1029369160265
2019-01-03 12 A,2387.4482092778835
2019-01-03 13 A,2313.958006375227
2019-01-03 14 A,2231.409911044698
2019-01-03 15 A,2155.135241980272
2019-01-03 16 A,2120.6624495060482
2019-01-03 17 A,2157.0731820176193
2019-01-03 18 A,2255.315561343805
2019-01-03 19 A,2364.857394421828
2019-01-03 20 A,2425.875469358986
2019-01-03 21 A,2409.6238780309286
2019-01-03 22 A,2331.4127011467544
2019-01-03 23 A,2227.2176705407996
2019-01-03 24 A,2119.8732052428845
2019-01-04 01 A,2009.1698980570816
2019-01-04 02 A,1893.7387229806275
2019-01-04 03 A,1798.2355354385982
2019-01-04 04 A,1772.188415957598
2019-01-04 05 A,1854.9509731730184
2019-01-04 06 A,2036.9416003961337
2019-01-04 07 A,2254.766794640527
2019-01-04 08 A,2428.4458160555046
2019-01-04 09 A,2510.5998388431926
2019-01-04 10 A,2507.073015239058
2019-01-04 11 A,2455.751983695052
2019-01-04 12 A,2388.4687796120097
2019-01-04 13 A,2313.0372565156113
2019-01-04 14 A,2228.2174504824507
2019-01-04 15 A,2149.3263254149983
2019-01-04 16 A,2111.8815578244053
2019-01-04 17 A,2144.9579561410005
2019-01-04 18 A,2239.5010471000865
2019-01-04 19 A,2344.9805514897625
2019-01-04 20 A,2401.579892756583
2019-01-04 21 A,2380.5646766505206
2019-01-04 22 A,2297.261474532222
2019-01-04 23 A,2187.6675225209733
2019-01-04 24 A,2074.643731220948
2019-01-05 01 A,1958.012081720574
2019-01-05 02 A,1836.4396779633798
2019-01-05 03 A,1734.6230280640748
2019-01-05 04 A,1702.1351066243485
2019-01-05 05 A,1778.3783161474632
2019-01-05 06 A,1953.823344804496
2019-01-05 07 A,2165.1320332296204
2019-01-05 08 A,2332.381532768478
2019-01-05 09 A,2408.2529114669546
2019-01-05 10 A,2398.6516350083925
2019-01-05 11 A,2341.5264602932657
2019-01-05 12 A,2268.7717065401366
2019-01-05 13 A,2188.2630191440426
2019-01-05 14 A,2098.82106652366
2019-01-05 15 A,2015.8216151836834
2019-01-05 16 A,1974.838649632066
2019-01-05 17 A,2005.0001398393556
2019-01-05 18 A,2097.300996640769
2019-01-05 19 A,2201.2559450449453
2019-01-05 20 A,2257.0884661493496
2019-01-05 21 A,2236.0987529849863
2019-01-05 22 A,2153.642019448701
2019-01-05 23 A,2045.737780505556
2019-01-05 24 A,1935.2625039646089
2019-01-06 01 A,1822.0467141684792
2019-01-06 02 A,1704.7588219005336
2019-01-06 03 A,1608.0892563903044
2019-01-06 04 A,1581.5974537505665
2019-01-06 05 A,1664.664821792137
2019-01-06 06 A,1847.7336790614338
2019-01-06 07 A,2067.430280655644
2019-01-06 08 A,2243.789212181693
2019-01-06 09 A,2329.442306199401
2019-01-06 10 A,2330.239505533728
2019-01-06 11 A,2284.068207502424
2019-01-06 12 A,2222.7560494843106
2019-01-06 13 A,2154.1072458411454
2019-01-06 14 A,2076.8669105543718
2019-01-06 15 A,2006.3318042571605
2019-01-06 16 A,1977.9941652251414
2019-01-06 17 A,2020.8982194968612
2019-01-06 18 A,2125.953902604095
2019-01-06 19 A,2242.5905145802085
2019-01-06 20 A,2310.946450692989
2019-01-06 21 A,2302.2379445957013
2019-01-06 22 A,2231.738154578412
2019-01-06 23 A,2135.387202777441
2019-01-06 24 A,2035.9855593382033
2019-01-07 01 A,1933.2918441095744
2019-01-07 02 A,1825.9073125590312
2019-01-07 03 A,1738.4605947296027
2019-01-07 04 A,1720.455235274171
2019-01-07 05 A,1811.2231484735155
2019-01-07 06 A,2001.1639810140214
2019-01-07 07 A,2226.868490811662
2019-01-07 08 A,2408.3432194396005
2019-01-07 09 A,2498.1996099956473
2019-01-07 10 A,2502.274992915156
2019-01-07 11 A,2458.4519727100073
2019-01-07 12 A,2398.561176181663
2019-01-07 13 A,2330.4174729057763
2019-01-07 14 A,2252.7841041558163
2019-01-07 15 A,2180.9831615757703
2019-01-07 16 A,2150.539078634232
2019-01-07 17 A,2190.534734305021
2019-01-07 18 A,2291.9247064432616
2019-01-07 19 A,2404.1884022248364
2019-01-07 20 A,2467.5192143646013
2019-01-07 21 A,2453.1926466136038
2019-01-07 22 A,2376.5447464965023
2019-01-07 23 A,2273.5814627424666
2019-01-07 24 A,2167.171327296883
2019-01-08 01 A,2057.1425425321668
2019-01-08 02 A,1942.1667484768157
2019-01-08 03 A,1846.9430469759718
2019-01-08 04 A,1821.0448387982801
2019-01-08 05 A,1903.8725953468786
2019-01-08 06 A,2085.8925652599605
2019-01-08 07 A,2303.7595310951447
2019-01-08 08 A,2477.5409004850603
2019-01-08 09 A,2559.905289415106
2019-01-08 10 A,2556.7430255865847
2019-01-08 11 A,2505.9851096940056
2019-01-08 12 A,2439.50559900957
2019-01-08 13 A,2365.1575273878266
2019-01-08 14 A,2281.7368002221515
2019-01-08 15 A,2204.5925072886307
2019-01-08 16 A,2169.270317147054
2019-01-08 17 A,2204.868552603293
2019-01-08 18 A,2302.351483563565
2019-01-08 19 A,2411.2025630228854
2019-01-08 20 A,2471.6137523189395
2019-01-08 21 A,2454.85387574236
2019-01-08 22 A,2376.247338683638
2019-01-08 23 A,2271.7838218513766
2019-01-08 24 A,2164.3113464834073
2019-01-09 01 A,2053.633785183322
2019-01-09 02 A,1938.3950872297678
2019-01-09 03 A,1843.2637886303023
2019-01-09 04 A,1817.780356200903
2019-01-09 05 A,1901.3104803470742
2019-01-09 06 A,2084.28430979786
2019-01-09 07 A,2303.3197364442594
2019-01-09 08 A,2478.447007733702
2019-01-09 09 A,2562.2978175125954
2019-01-09 10 A,2560.7262967989445
2019-01-09 11 A,2511.6284361867274
2019-01-09 12 A,2446.844898582927
2019-01-09 13 A,2374.1973311920797
2019-01-09 14 A,2292.4526106473004
2019-01-09 15 A,2216.9334601972846
2019-01-09 16 A,2183.1620993761344
2019-01-09 17 A,2220.216522852921
2019-01-09 18 A,2319.0439431075874
2019-01-09 19 A,2429.1141213919946
2019-01-09 20 A,2490.608732787516
2019-01-09 21 A,2474.7897059562915
2019-01-09 22 A,2396.977872711676
2019-01-09 23 A,2293.1625421055983
2019-01-09 24 A,2186.194396301444
2019-01-10 01 A,2075.8827863856604
2019-01-10 02 A,1960.8797006571347
2019-01-10 03 A,1865.8639802856178
2019-01-10 04 A,1840.3883364138771
2019-01-10 05 A,1923.832288994016
2019-01-10 06 A,2106.6410261102633
2019-01-10 07 A,2325.4482981719816
